,user_id,business_id,cool,funny,useful,date,stars,restaurant,user
67,cDP4v_TQ4NFmwloP5a3wug,PVgROa96PHUbMZU9Cc-zAA,0,0,0,2009,5,1049,1869
68,cDP4v_TQ4NFmwloP5a3wug,nraittTessvDMpVaD7AKnw,2,0,2,2009,5,1531,1869
69,cDP4v_TQ4NFmwloP5a3wug,ZM-BSBJRa5Wv8iYtLpEcww,2,0,3,2009,3,1108,1869
70,2bfpsTEAuAsY93ELDBVr_A,xm7-97_FjTOChQPUr0AfVA,0,0,0,2017,4,89,175
71,2bfpsTEAuAsY93ELDBVr_A,wl6w2VNMA4g6O9lu7kTvFA,2,0,2,2016,4,1204,175
72,2bfpsTEAuAsY93ELDBVr_A,_BnBjRMt5Ba-TAv07r3fyw,1,0,1,2018,4,446,175
73,2bfpsTEAuAsY93ELDBVr_A,YbfLTLKM7EGKBGNKhL8azQ,0,0,1,2017,4,1029,175
74,2bfpsTEAuAsY93ELDBVr_A,FexomhlA5G7ipOEH3pqFkA,0,0,1,2015,3,335,175
75,2bfpsTEAuAsY93ELDBVr_A,0W4lkclzZThpx3V65bVgig,1,0,1,2016,4,887,175
76,2bfpsTEAuAsY93ELDBVr_A,8K5fQnv3YZIIhERyU82UBg,2,0,0,2018,4,1124,175
77,2bfpsTEAuAsY93ELDBVr_A,kKY726bQREexYHHNLK1H7g,0,0,2,2014,1,1136,175
78,2bfpsTEAuAsY93ELDBVr_A,MmU8ak-uG-s1RbqXu13m0Q,0,0,2,2014,3,568,175
79,2bfpsTEAuAsY93ELDBVr_A,ES5KDuquIk2h4_VsgoUQMA,0,0,1,2014,4,997,175
80,2bfpsTEAuAsY93ELDBVr_A,qnnSVMmV7SISnu2NGubVgw,0,0,1,2016,1,863,175
81,2bfpsTEAuAsY93ELDBVr_A,H8Kko51jnr0PH1mP3qpBCQ,0,0,0,2014,3,1268,175
82,2bfpsTEAuAsY93ELDBVr_A,D7Wv_B7GBbrx-EDfgxDwRA,0,0,1,2014,4,1466,175
83,2bfpsTEAuAsY93ELDBVr_A,ABuavFvKFU-CDQjDku8Gow,0,0,0,2018,4,1539,175
84,2bfpsTEAuAsY93ELDBVr_A,fi_yw_5KIx04ZWlhfWVjNA,0,0,1,2014,4,943,175
85,2bfpsTEAuAsY93ELDBVr_A,TsqC11FYt-Pqzg1drYoI2A,0,0,4,2014,2,654,175
86,2bfpsTEAuAsY93ELDBVr_A,vaJ--BRxufub7FiqYXhZGA,0,0,0,2018,4,736,175
87,2bfpsTEAuAsY93ELDBVr_A,xF4xbsAdhr44s9psc_v7tQ,1,0,0,2014,4,449,175
88,2bfpsTEAuAsY93ELDBVr_A,Oo1nQkuBnshQBy-iTpxiow,1,0,1,2017,5,771,175
89,2bfpsTEAuAsY93ELDBVr_A,7_fSCfnTZce6ZzjpnpJ69g,1,0,3,2014,3,1276,175
90,2bfpsTEAuAsY93ELDBVr_A,dEmNOTm8Rmm9JYZdGX_Lhw,2,0,1,2017,5,48,175
91,2bfpsTEAuAsY93ELDBVr_A,ejmuHlSnOJvrgjr0B68T5g,0,0,1,2014,4,747,175
92,2bfpsTEAuAsY93ELDBVr_A,jwYnXuaSqtpiNwyU72Vm9Q,0,0,1,2014,4,1180,175
93,2bfpsTEAuAsY93ELDBVr_A,RoGeo_pQ1TQc6Lyk4CSDgw,0,1,0,2015,2,1002,175
94,2bfpsTEAuAsY93ELDBVr_A,23UVKSgPGtzzFmQqKRhU6A,0,1,0,2014,4,1066,175
95,2bfpsTEAuAsY93ELDBVr_A,qKButPdfAkVWBMM9oPMU4w,0,0,0,2014,4,784,175
96,2bfpsTEAuAsY93ELDBVr_A,6nwhm3opaLaKFekuF4gqhA,1,0,0,2014,3,45,175
97,2bfpsTEAuAsY93ELDBVr_A,mosJ-tTDBA0ypKlYEDulBQ,1,0,1,2016,3,1538,175
98,2bfpsTEAuAsY93ELDBVr_A,7HnlXTF9f29HOYfblGLIHQ,0,0,0,2014,4,616,175
99,2bfpsTEAuAsY93ELDBVr_A,LmUSpXHq9OieVY8zpr88Sw,1,0,1,2014,4,355,175
100,2bfpsTEAuAsY93ELDBVr_A,0_Pf9QamQjVe6EB4abRaaw,1,0,2,2014,3,1050,175
101,2bfpsTEAuAsY93ELDBVr_A,pAbbovbMbrhU1I7m8cl8Xg,0,0,1,2016,4,1005,175
102,2bfpsTEAuAsY93ELDBVr_A,aQfNlf9j9QreSlbsacIXXQ,0,2,3,2014,1,1096,175
103,2bfpsTEAuAsY93ELDBVr_A,YZBzYcOwvbJlCXnLN4tDgQ,0,0,2,2014,2,49,175
104,2bfpsTEAuAsY93ELDBVr_A,22BUjjgsNu7CZLhLZEl7Zw,0,0,1,2014,4,1505,175
105,tIuMANY2_WLJZxjo62w6eg,xm7-97_FjTOChQPUr0AfVA,0,0,0,2016,5,89,2695
106,tIuMANY2_WLJZxjo62w6eg,ubOoMnnqm5w30gh_eRNxkA,0,0,1,2016,4,124,2695
107,tIuMANY2_WLJZxjo62w6eg,WT4InBR3lEmlGiqQ2kdcyg,1,0,2,2018,5,258,2695
108,tIuMANY2_WLJZxjo62w6eg,YgbDPdxiob2rSH2NIM0tsQ,0,0,0,2018,1,1522,2695
109,tIuMANY2_WLJZxjo62w6eg,08R3xSHVEFtvn7oxLu54sQ,1,0,0,2017,5,1088,2695
110,4jbz7cOVuV_Q7v2b3pNrLw,xm7-97_FjTOChQPUr0AfVA,1,0,1,2016,4,89,259
111,4jbz7cOVuV_Q7v2b3pNrLw,3f0-EXRF0oy6NDsFh9TJKA,0,0,0,2016,4,1291,259
112,4jbz7cOVuV_Q7v2b3pNrLw,LtyoPfxpvcF_9e9wMoUi0w,0,0,1,2016,4,302,259
113,4jbz7cOVuV_Q7v2b3pNrLw,EEHMMiJUklGGiikqd55HwA,0,0,2,2016,5,877,259
114,4jbz7cOVuV_Q7v2b3pNrLw,eAf1fi8wlDt433b6ITQtlw,1,1,1,2016,5,588,259
115,4jbz7cOVuV_Q7v2b3pNrLw,OxkW1Eco5R6l-krtkEhwhQ,0,0,1,2016,4,1532,259
116,4jbz7cOVuV_Q7v2b3pNrLw,-HsqnPAz374YSoyFDyjl3A,0,0,2,2016,3,1302,259
117,4jbz7cOVuV_Q7v2b3pNrLw,FGhjG7OensQms5ggUYx9wA,0,0,1,2016,4,778,259
118,4jbz7cOVuV_Q7v2b3pNrLw,Kp8SRWesaJCjZnsjMMy7mg,0,0,1,2016,5,1529,259
119,4jbz7cOVuV_Q7v2b3pNrLw,YyFfIFnTQaqexmvcS3kwLw,0,0,1,2016,4,1061,259
120,4jbz7cOVuV_Q7v2b3pNrLw,z1RYEzRQzhBKw0Pez3xSHA,0,0,1,2016,4,831,259
121,4jbz7cOVuV_Q7v2b3pNrLw,tQdX2txQNiCgC2pbjLzFGA,0,0,0,2017,1,416,259
122,4jbz7cOVuV_Q7v2b3pNrLw,qKButPdfAkVWBMM9oPMU4w,0,0,0,2016,4,784,259
123,4jbz7cOVuV_Q7v2b3pNrLw,Jjy8y9Gi7pcytQrzgAN_Fg,0,0,3,2016,5,720,259
124,4jbz7cOVuV_Q7v2b3pNrLw,Wk2vbs-Va9Alf8cZqqAVQA,1,0,3,2016,4,152,259
125,4jbz7cOVuV_Q7v2b3pNrLw,BV2pu4RpRr4XdcZd3dI3_A,0,0,1,2016,1,14,259
126,4jbz7cOVuV_Q7v2b3pNrLw,Kl3mlPM1YeGQjcekJ1vZiw,1,0,0,2016,5,998,259
127,WMK1j18ACm-EtopEznV4Rg,xm7-97_FjTOChQPUr0AfVA,0,0,0,2017,3,89,1549
128,WMK1j18ACm-EtopEznV4Rg,0JGMKaKJGVuDus5WcJzvjw,0,0,3,2016,5,726,1549
129,WMK1j18ACm-EtopEznV4Rg,XKPosZx2j4RHcZ8Ewdwj0A,3,3,4,2017,5,1026,1549
130,WMK1j18ACm-EtopEznV4Rg,Ht-_i0UAq7YDBaqJwcQMdQ,2,2,4,2018,4,566,1549
131,WMK1j18ACm-EtopEznV4Rg,52-omTjba8j2Zo6Eg6_jgw,2,0,1,2016,4,1121,1549
132,WMK1j18ACm-EtopEznV4Rg,LtyoPfxpvcF_9e9wMoUi0w,0,2,1,2016,4,302,1549
133,WMK1j18ACm-EtopEznV4Rg,58APdML-PG_OD4El2ePTvw,1,0,2,2016,4,502,1549
134,WMK1j18ACm-EtopEznV4Rg,9xSwne4GjwZ6Hlzdx2Zszg,2,0,2,2016,5,1241,1549
135,WMK1j18ACm-EtopEznV4Rg,o05HPzyrpcguxH9AL1Knvw,1,1,2,2016,4,728,1549
136,WMK1j18ACm-EtopEznV4Rg,um_o0pxQ3DlRI9EfCzw0hw,6,5,8,2018,5,572,1549
137,WMK1j18ACm-EtopEznV4Rg,mnn--vaYHtNyBNYFYBFIog,2,2,1,2017,5,1127,1549
138,WMK1j18ACm-EtopEznV4Rg,q91nljuSDFl0IYReyF_A3w,3,1,4,2018,3,1523,1549
139,WMK1j18ACm-EtopEznV4Rg,6BL92dndWIhhyA7KZ7j9Fw,0,0,1,2016,4,635,1549
140,WMK1j18ACm-EtopEznV4Rg,zpw5S3QwUse1MH-Eerbnaw,0,0,0,2016,4,569,1549
141,WMK1j18ACm-EtopEznV4Rg,ja01cHy1xqUB9DQ1r1OYKQ,5,4,9,2017,4,967,1549
142,WMK1j18ACm-EtopEznV4Rg,q0GL761jc3ia_nEDt7Nghw,1,0,0,2017,3,560,1549
143,WMK1j18ACm-EtopEznV4Rg,R4xJiZIgjQ8kb6mMRMJJjg,2,1,4,2017,3,717,1549
144,WMK1j18ACm-EtopEznV4Rg,MjWwjPErWyFU9nv6NQKYgA,0,1,3,2016,2,1086,1549
145,WMK1j18ACm-EtopEznV4Rg,iTmSF9AvNFN_27aBYu4EKg,1,0,1,2016,5,888,1549
146,WMK1j18ACm-EtopEznV4Rg,NfbL91oFvP3dhvNka8rG5Q,1,3,2,2017,4,454,1549
147,WMK1j18ACm-EtopEznV4Rg,LhxfGvL-0AWf8vkwy9NGPw,1,0,1,2016,4,1472,1549
148,WMK1j18ACm-EtopEznV4Rg,zCSX6Q3HSJ7RxHM5zhmTBw,2,1,2,2017,5,424,1549
149,WMK1j18ACm-EtopEznV4Rg,TdMEsI-NKn64Pz3y62y5sg,1,1,2,2016,4,204,1549
150,WMK1j18ACm-EtopEznV4Rg,2aWV8Rx4TwtB0x2pfIPNxA,1,0,3,2018,3,1214,1549
151,WMK1j18ACm-EtopEznV4Rg,wkvidfk5S5bBAZ4sKEMf-w,0,0,2,2017,5,105,1549
152,WMK1j18ACm-EtopEznV4Rg,5Bp8rQlvD44_W2lkcCc2vw,2,1,0,2017,4,875,1549
153,WMK1j18ACm-EtopEznV4Rg,Adq9HEkjkM5qMppiwa7OLg,3,2,2,2017,5,1151,1549
154,WMK1j18ACm-EtopEznV4Rg,efsC5zbXQfosdOS615PYjQ,3,2,3,2016,5,1499,1549
155,WMK1j18ACm-EtopEznV4Rg,oNn16x2Ubv60RAibmJ2uSA,1,0,0,2018,4,1157,1549
156,WMK1j18ACm-EtopEznV4Rg,i8x1ZPvmdYGu6yH_wvgNkg,1,1,2,2017,3,37,1549
157,WMK1j18ACm-EtopEznV4Rg,EvXtwyE7dPl4U-bHz52PLg,0,0,2,2017,5,1545,1549
158,WMK1j18ACm-EtopEznV4Rg,4EjZovngO6Ys0MKCSC6NwA,10,6,9,2016,5,490,1549
159,WMK1j18ACm-EtopEznV4Rg,yVNaMEBUslR_7GbFhurJEg,1,1,1,2017,5,128,1549
160,WMK1j18ACm-EtopEznV4Rg,i2dnic7VdQ3NyiQQWUXHbA,1,0,1,2018,4,129,1549
161,WMK1j18ACm-EtopEznV4Rg,IkilcGqiN3_sQk-VvnoAeg,0,0,2,2016,5,580,1549
162,WMK1j18ACm-EtopEznV4Rg,6FBGPT16vWunVwgB5aSEKg,1,0,1,2017,2,1290,1549
163,WMK1j18ACm-EtopEznV4Rg,YgbDPdxiob2rSH2NIM0tsQ,0,0,0,2017,3,1522,1549
164,WMK1j18ACm-EtopEznV4Rg,qvDmv8LN5mwkoKf5VbIVnw,1,0,1,2018,3,69,1549
165,WMK1j18ACm-EtopEznV4Rg,6r2f7qd5NZBv1cLOzRVxKA,0,0,0,2016,5,374,1549
166,WMK1j18ACm-EtopEznV4Rg,NEoCDeIo1EqSlHkQa-JYEg,0,0,1,2017,3,1079,1549
167,WMK1j18ACm-EtopEznV4Rg,nraittTessvDMpVaD7AKnw,0,0,1,2016,4,1531,1549
168,WMK1j18ACm-EtopEznV4Rg,r1RZJ5JQeEfCBc_MbHJ8AA,0,0,1,2016,3,959,1549
169,WMK1j18ACm-EtopEznV4Rg,kmIQmtKMmFrLRDisg9ftLg,3,0,2,2016,4,769,1549
170,WMK1j18ACm-EtopEznV4Rg,YvkHzjyvzq0wNITj9fFtSA,1,0,2,2016,3,262,1549
171,WMK1j18ACm-EtopEznV4Rg,w_D_T_N1PHIrB3eX7x_kVg,1,0,1,2017,4,1344,1549
172,WMK1j18ACm-EtopEznV4Rg,MCmDm9YW2csuK4nOsMbRTw,0,0,0,2017,3,324,1549
173,WMK1j18ACm-EtopEznV4Rg,irYKkuWzz8JKNinU2CSQBg,2,1,2,2016,4,1440,1549
174,wffnrXJoLppOlvNOZKU70A,xm7-97_FjTOChQPUr0AfVA,4,0,4,2018,4,89,2832
175,wffnrXJoLppOlvNOZKU70A,_BnBjRMt5Ba-TAv07r3fyw,1,0,1,2017,3,446,2832
176,wffnrXJoLppOlvNOZKU70A,-1xuC540Nycht_iWFeJ-dw,4,1,2,2017,1,1515,2832
177,wffnrXJoLppOlvNOZKU70A,wROj9KOvOHgKwXlG9PUsIA,3,2,2,2017,4,600,2832
178,wffnrXJoLppOlvNOZKU70A,wzugmCevnXuCMCF4upAf0w,2,1,3,2016,3,108,2832
179,wffnrXJoLppOlvNOZKU70A,mm2wLW24ESxNIEL2bjseaQ,0,0,0,2014,4,1167,2832
180,wffnrXJoLppOlvNOZKU70A,46Ld9Qc9nAx_A0jwclNZiw,0,0,0,2014,4,819,2832
181,wffnrXJoLppOlvNOZKU70A,-mUXTkHOxfLxFDnaMcvqAA,3,2,1,2017,4,345,2832
182,wffnrXJoLppOlvNOZKU70A,FexomhlA5G7ipOEH3pqFkA,2,3,1,2017,4,335,2832
183,wffnrXJoLppOlvNOZKU70A,6fPij_e83qj9OUgMvujkwg,4,2,3,2018,4,94,2832
184,wffnrXJoLppOlvNOZKU70A,3f0-EXRF0oy6NDsFh9TJKA,3,2,4,2017,3,1291,2832
185,wffnrXJoLppOlvNOZKU70A,LtyoPfxpvcF_9e9wMoUi0w,4,3,4,2017,4,302,2832
186,wffnrXJoLppOlvNOZKU70A,VqT-IURXmVS_fVRLTKxTFQ,0,0,1,2017,5,1437,2832
187,wffnrXJoLppOlvNOZKU70A,FhgAHo-8--equM8w5UZ41Q,1,0,2,2017,3,357,2832
188,wffnrXJoLppOlvNOZKU70A,0W4lkclzZThpx3V65bVgig,0,0,0,2014,2,887,2832
189,wffnrXJoLppOlvNOZKU70A,LSPwq3J4WDHh6q3Cu0uMog,4,3,4,2018,4,1362,2832
190,wffnrXJoLppOlvNOZKU70A,jW_hNGlYJw2Q2ssYDHihfg,3,2,3,2017,4,92,2832
191,wffnrXJoLppOlvNOZKU70A,aeXwUDNI4e7NRQpRpHN-Rw,6,1,3,2017,4,155,2832
192,wffnrXJoLppOlvNOZKU70A,58APdML-PG_OD4El2ePTvw,1,0,0,2017,4,502,2832
193,wffnrXJoLppOlvNOZKU70A,5T6kFKFycym_GkhgOiysIw,0,0,0,2014,3,2,2832
194,wffnrXJoLppOlvNOZKU70A,9xSwne4GjwZ6Hlzdx2Zszg,1,5,5,2017,4,1241,2832
195,wffnrXJoLppOlvNOZKU70A,U5XCBcTtiNyasdT3A2_V3A,1,1,2,2017,4,916,2832
196,wffnrXJoLppOlvNOZKU70A,ml_Fo07EBZQ8uSSnvkZb3A,2,2,3,2017,3,947,2832
197,wffnrXJoLppOlvNOZKU70A,WeWNrDARpYT_m7tnfrXRRw,2,1,2,2017,4,453,2832
198,wffnrXJoLppOlvNOZKU70A,khG1RMnSphhbOSjkMT2XrA,5,2,3,2018,4,1035,2832
199,wffnrXJoLppOlvNOZKU70A,1PY66FSWslYJarQlXx4b_w,2,1,1,2017,4,1282,2832
200,wffnrXJoLppOlvNOZKU70A,4O8fzz9F-XEsQ-gTMgkiyQ,2,1,2,2018,3,52,2832
201,wffnrXJoLppOlvNOZKU70A,s2I_Ni76bjJNK9yG60iD-Q,1,1,2,2016,4,143,2832
202,wffnrXJoLppOlvNOZKU70A,TQcrs_aQKBp22sdzxiHujA,0,0,1,2017,3,456,2832
203,wffnrXJoLppOlvNOZKU70A,cUcD7zN55PTnVa04eKWmOQ,0,0,2,2017,3,266,2832
204,wffnrXJoLppOlvNOZKU70A,kKY726bQREexYHHNLK1H7g,0,0,1,2015,5,1136,2832
205,wffnrXJoLppOlvNOZKU70A,7ft1Aaqpe8hsPgfy6UVtcw,0,0,1,2017,4,615,2832
206,wffnrXJoLppOlvNOZKU70A,IRIlwpomRvnXvpkeaGaM2A,0,0,2,2017,5,1172,2832
207,wffnrXJoLppOlvNOZKU70A,RJEnPm-97UM7Gp5H83ZXsg,0,0,4,2017,4,1065,2832
208,wffnrXJoLppOlvNOZKU70A,rwLm3556i3xw2n3ND0cpdg,3,3,5,2018,4,115,2832
209,wffnrXJoLppOlvNOZKU70A,f7RXwcus_-EOsR0q5ctVjw,2,1,6,2017,5,1210,2832
210,wffnrXJoLppOlvNOZKU70A,lbNrAWLlxOKw1lS_DKvziQ,2,0,4,2017,3,1350,2832
211,wffnrXJoLppOlvNOZKU70A,RyGvZN-v44TddRHmd_gPMA,10,8,6,2017,5,1076,2832
212,wffnrXJoLppOlvNOZKU70A,6BL92dndWIhhyA7KZ7j9Fw,1,2,1,2017,4,635,2832
213,wffnrXJoLppOlvNOZKU70A,-zW2JyDmh7jnD7TQhW6y6A,3,1,1,2017,4,1476,2832
214,wffnrXJoLppOlvNOZKU70A,gQstuI8EJfdrwAulCK_C_A,5,2,7,2018,5,1305,2832
215,wffnrXJoLppOlvNOZKU70A,ujAbYEIBFB8dWpzC8JkmBg,1,4,4,2017,4,1501,2832
216,wffnrXJoLppOlvNOZKU70A,q0GL761jc3ia_nEDt7Nghw,1,0,0,2017,4,560,2832
217,wffnrXJoLppOlvNOZKU70A,CEsh0ScOKlL3mpvjypqszA,1,0,2,2017,4,1250,2832
218,wffnrXJoLppOlvNOZKU70A,MjWwjPErWyFU9nv6NQKYgA,1,1,1,2017,4,1086,2832
219,wffnrXJoLppOlvNOZKU70A,3CUXYDDQtrrg0u7qGcTTkQ,1,0,1,2017,4,1516,2832
220,wffnrXJoLppOlvNOZKU70A,WOd8tWsh2Yt_osHv-ngx_w,1,1,0,2017,3,1236,2832
221,wffnrXJoLppOlvNOZKU70A,CYlMl4lcECS4enL6bmjrlg,3,0,2,2017,4,1294,2832
222,wffnrXJoLppOlvNOZKU70A,63hkYvXXcZsHeCeZBQbfew,4,2,4,2017,4,1188,2832
223,wffnrXJoLppOlvNOZKU70A,aHRwaqenQHy98AwWjbHvdA,4,2,5,2017,4,1230,2832
224,wffnrXJoLppOlvNOZKU70A,zsMMlOYtXm8SNy0bl1leBA,1,4,3,2017,3,428,2832
